neglectful,negative
neurotic,negative
nihilistic,negative
obnoxious,negative
obsessive,negative
obvious,negative
odd,negative
offhand,negative
one-dimensional,negative
one-sided,negative
opinionated,negative
opportunistic,negative
oppressed,negative
outrageous,negative
overimaginative,negative
paranoid,negative
passive,negative
pedantic,negative
perverse,negative
petty,negative
pharissical,negative
phlegmatic,negative
plodding,negative
pompous,negative
possessive,negative
power-hungry,negative
predatory,negative
prejudiced,negative
presumptuous,negative
pretentious,negative
prim,negative
procrastinating,negative
profligate,negative
provocative,negative
pugnacious,negative
puritanical,negative
quirky,negative
reactionary,negative
reactive,negative
regimental,negative
regretful,negative
repentant,negative
repressed,negative
resentful,negative
ridiculous,negative
rigid,negative
ritualistic,negative
rowdy,negative
ruined,negative
sadistic,negative
sanctimonious,negative
scheming,negative
scornful,negative
secretive,negative
sedentary,negative
selfish,negative
self-indulgent,negative
shallow,negative
shortsighted,negative
shy,negative
silly,negative
single-minded,negative
sloppy,negative
slow,negative
sly,negative
small-thinking,negative
softheaded,negative
sordid,negative
steely,negative
stiff,negative
strong-willed,negative
stupid,negative
submissive,negative
superficial,negative
superstitious,negative
suspicious,negative
tactless,negative
tasteless,negative
tense,negative
thievish,negative
thoughtless,negative
timid,negative
transparent,negative
treacherous,negative
trendy,negative
troublesome,negative
unappreciative,negative
uncaring,negative
uncharitable,negative
unconvincing,negative
uncooperative,negative
uncreative,negative
uncritical,negative
unctuous,negative
undisciplined,negative
unfriendly,negative
ungrateful,negative
unhealthy,negative
unimaginative,negative
unimpressive,negative
unlovable,negative
unpolished,negative
unprincipled,negative
unrealistic,negative
unreflective,negative
unreliable,negative
unrestrained,negative
unself-critical,negative
unstable,negative
vacuous,negative
vague,negative
venal,negative
venomous,negative
vindictive,negative
vulnerable,negative
weak,negative
weak-willed,negative
well-meaning,negative
willful,negative
wishful,negative
zany,negative
